Lake Superior:, Ice Cover Data
Source:, CIS; NIC
Date, Percent_Ice
03/01/2016,12.13
03/02/2016,13.26
03/03/2016,15.49
03/04/2016,15.73
03/05/2016,14.89
03/06/2016,10.09
03/07/2016,6.83
03/08/2016,6.34
03/09/2016,5.28
03/10/2016,3.9
03/11/2016,3.99
03/12/2016,3.85
03/13/2016,3.66
03/14/2016,3.54
03/15/2016,4.05
03/16/2016,2.88
03/17/2016,2.08
03/18/2016,1.63
03/19/2016,5.46
03/20/2016,2.66
03/21/2016,1.69
03/22/2016,1.56
03/23/2016,1.59
03/24/2016,1.47
03/25/2016,1.45
03/26/2016,1.32
03/27/2016,1.28
03/28/2016,1.28
03/29/2016,1.22
03/30/2016,1.31
03/31/2016,1.27
04/01/2016,1.29
04/02/2016,1.16
04/03/2016,1.12
04/04/2016,1.11
04/05/2016,1.31
04/06/2016,1.13
04/07/2016,1.13
04/08/2016,1.13
04/09/2016,1.07
04/10/2016,0.56
04/11/2016,1.05
04/12/2016,1.09
04/13/2016,1.06
04/14/2016,1.06
04/15/2016,1.06
04/16/2016,0.55
04/17/2016,1.04
04/18/2016,1.04
04/19/2016,1.02
04/20/2016,1.04
04/21/2016,1.04
04/22/2016,1.04
04/23/2016,0.93
04/24/2016,0.91
04/25/2016,0.91
04/26/2016,0.91
04/27/2016,0.93
04/28/2016,0.94
04/29/2016,0.94
04/30/2016,0.32
05/01/2016,0.55
05/02/2016,0.24
05/03/2016,0.24
05/04/2016,0.24
05/05/2016,0
