Lake Michigan:, Ice Cover Data
Source:, CIS; NIC
Date, Percent_Ice
05/08/2014,1.82
05/09/2014,1.13
05/10/2014,0.98
05/11/2014,0.17
05/12/2014,0
05/13/2014,0
05/14/2014,0
05/15/2014,0
05/16/2014,0
05/17/2014,0
05/18/2014,0
05/19/2014,0
05/20/2014,0
05/21/2014,0
05/22/2014,0
05/23/2014,0
05/24/2014,0
05/25/2014,0
05/26/2014,0
05/27/2014,0
05/28/2014,0
05/29/2014,0
05/30/2014,0
05/31/2014,0
06/01/2014,0
06/02/2014,0
06/03/2014,0
06/04/2014,0
06/05/2014,0
11/14/2014,0
11/15/2014,0
11/16/2014,0
11/17/2014,0
11/18/2014,0.39
11/20/2014,1
11/21/2014,0.93
11/22/2014,1.02
11/23/2014,0.5
11/24/2014,0.73
11/25/2014,0.47
11/26/2014,0.54
11/27/2014,0.24
11/28/2014,0.47
11/29/2014,0.57
11/30/2014,0.87
12/01/2014,0.88
12/02/2014,2.16
12/03/2014,1.81
12/04/2014,1.28
12/05/2014,1.38
12/06/2014,3.2
12/07/2014,2.16
12/08/2014,2.14
12/09/2014,2.28
12/10/2014,2.7
12/11/2014,1.94
12/12/2014,1.94
12/13/2014,1.3
12/14/2014,1.21
12/15/2014,1.33
12/16/2014,1.16
12/17/2014,1.43
12/18/2014,1.23
12/19/2014,1.18
12/20/2014,5.26
12/21/2014,5.21
12/22/2014,3.22
12/23/2014,1.18
12/24/2014,1.15
12/25/2014,1.04
12/26/2014,1.19
12/27/2014,1.4
12/28/2014,1.34
12/29/2014,2.49
12/30/2014,4.68
12/31/2014,7.97
01/01/2015,8.21
01/02/2015,9.34
01/03/2015,9.68
01/04/2015,11.39
01/05/2015,14.77
01/06/2015,16.21
01/07/2015,17.42
01/08/2015,22.46
01/09/2015,17.13
01/10/2015,17.61
01/11/2015,18.97
01/12/2015,22.75
01/13/2015,24.28
01/14/2015,27.13
01/15/2015,27.56
01/16/2015,17.92
01/17/2015,19.19
01/18/2015,18.65
01/19/2015,19.57
01/20/2015,19.11
01/21/2015,19.67
01/22/2015,20.1
01/23/2015,14.64
01/24/2015,12.93
01/25/2015,17.54
01/26/2015,21.36
01/27/2015,21.55
01/28/2015,26.99
01/29/2015,20.68
01/30/2015,22.14
01/31/2015,24.78
02/01/2015,23.97
02/02/2015,31.41
02/03/2015,33.79
02/04/2015,34.2
02/05/2015,35.81
02/06/2015,26.74
02/07/2015,29.96
02/08/2015,27.78
02/09/2015,28.17
02/10/2015,34.35
02/11/2015,39.32
02/12/2015,39.52
02/13/2015,44.46
02/14/2015,43.49
02/15/2015,52.17
02/16/2015,51.38
02/17/2015,56.95
02/18/2015,63.18
02/19/2015,51.69
02/20/2015,63.67
02/21/2015,53.71
02/22/2015,55.6
02/23/2015,62.58
02/24/2015,62.62
02/25/2015,65.57
02/26/2015,58.38
02/27/2015,67.45
02/28/2015,72.92
03/01/2015,71.19
03/02/2015,49.17
03/03/2015,48.51
03/04/2015,51.74
03/05/2015,56.2
03/06/2015,61.01
03/07/2015,60.67
03/08/2015,48.98
03/09/2015,38.13
03/10/2015,33.15
03/11/2015,32.8
03/12/2015,36.49
03/13/2015,37.08
03/14/2015,32.83
03/15/2015,33.09
03/16/2015,30.53
03/17/2015,28.48
03/18/2015,27.92
03/19/2015,28.79
03/20/2015,28.91
03/21/2015,30.38
03/22/2015,31.06
03/23/2015,28.99
03/24/2015,31.22
03/25/2015,29.94
03/26/2015,24.32
03/27/2015,24.62
03/28/2015,23.48
03/29/2015,21.63
03/30/2015,16.63
03/31/2015,18.12
04/01/2015,19.55
04/02/2015,16.7
04/04/2015,12.92
04/05/2015,13.32
04/06/2015,12.26
04/07/2015,11.31
04/08/2015,13.99
04/09/2015,12.85
04/10/2015,13.92
04/11/2015,8.52
04/12/2015,8.6
04/13/2015,8.08
04/14/2015,5.57
04/15/2015,5.3
04/16/2015,5.06
04/17/2015,5.12
04/18/2015,4.03
04/19/2015,3.12
04/20/2015,2.78
04/21/2015,1.82
04/22/2015,0.65
04/23/2015,0.65
04/24/2015,0.46
04/25/2015,0.21
04/26/2015,0.36
04/27/2015,0.29
04/28/2015,0.29
04/29/2015,0.04
04/30/2015,0.02
05/01/2015,0.01
05/02/2015,0.02
05/03/2015,0.02
05/04/2015,0.01
05/05/2015,0.01
05/06/2015,0
05/07/2015,0
05/08/2015,0
05/09/2015,0
05/10/2015,0
05/11/2015,0
05/12/2015,0
05/13/2015,0
05/14/2015,0
05/15/2015,0
05/16/2015,0
05/17/2015,0
05/18/2015,0
05/19/2015,0
05/20/2015,0
05/21/2015,0
05/22/2015,0
05/23/2015,0
05/24/2015,0
05/25/2015,0
05/26/2015,0
05/27/2015,0
05/28/2015,0
11/27/2015,0
11/28/2015,0
11/29/2015,0
11/30/2015,0
12/01/2015,0
12/02/2015,0
12/03/2015,0
12/04/2015,0
12/05/2015,0
12/06/2015,0
12/07/2015,0
12/08/2015,0
12/09/2015,0
12/10/2015,0
12/11/2015,0
12/12/2015,0
12/13/2015,0
12/14/2015,0
12/15/2015,0
12/16/2015,0
12/17/2015,0
12/18/2015,0
12/19/2015,0
12/20/2015,0
12/21/2015,0
12/22/2015,0
12/23/2015,0
12/24/2015,0
12/26/2015,0
12/27/2015,0
12/28/2015,0
12/29/2015,0.01
12/30/2015,0.07
12/31/2015,0.16
01/01/2016,0.38
01/02/2016,0.35
01/03/2016,0.36
01/04/2016,1.16
01/05/2016,1.31
01/06/2016,1.84
01/07/2016,1.08
01/08/2016,0.67
01/09/2016,0.98
01/10/2016,1.48
01/11/2016,3.62
01/12/2016,4.15
01/13/2016,6.23
01/14/2016,5.91
01/15/2016,4.32
01/16/2016,5.05
01/17/2016,10.91
01/18/2016,12.98
01/19/2016,14.7
01/20/2016,17.96
01/21/2016,19.27
01/22/2016,18.64
01/23/2016,17.17
01/24/2016,17.36
01/25/2016,11.05
01/26/2016,11.4
01/27/2016,11.42
01/28/2016,8.29
01/29/2016,11.91
01/30/2016,10.86
01/31/2016,10.24
02/01/2016,6.94
02/02/2016,7.93
02/03/2016,8.09
02/04/2016,9.19
02/05/2016,9.46
02/06/2016,9.46
02/07/2016,6.21
02/08/2016,6.63
02/09/2016,8.32
02/10/2016,11.71
02/11/2016,15.54
02/12/2016,18.57
02/13/2016,23.59
02/14/2016,26.75
02/15/2016,17.39
02/16/2016,16.25
02/17/2016,17.14
02/18/2016,21.52
02/19/2016,15.84
02/20/2016,14.26
02/21/2016,10.81
02/22/2016,11.52
02/23/2016,11.25
02/24/2016,12.15
02/25/2016,9.9
02/26/2016,9.56
02/27/2016,9.27
02/28/2016,8.07
02/29/2016,9.48
03/01/2016,10.24
03/02/2016,14.33
03/03/2016,14.88
03/04/2016,13.58
03/05/2016,12.28
03/06/2016,9.27
03/07/2016,7.61
03/08/2016,7.35
03/09/2016,6.8
03/10/2016,7.72
03/11/2016,7.27
03/12/2016,6.07
03/13/2016,6.08
03/14/2016,6.1
03/15/2016,5.35
03/16/2016,2.92
03/17/2016,1.05
03/18/2016,1.71
03/19/2016,0.83
03/20/2016,0.46
03/21/2016,0.29
03/22/2016,0.11
03/23/2016,0.07
03/24/2016,0.03
03/25/2016,0.02
03/26/2016,0.02
03/27/2016,0.02
03/28/2016,0.02
03/29/2016,0.02
03/30/2016,0.03
03/31/2016,0.03
04/01/2016,0.03
04/02/2016,0.03
04/03/2016,0
04/04/2016,0
04/05/2016,0.21
04/06/2016,0
04/07/2016,0
04/08/2016,0
04/09/2016,0
04/10/2016,0
04/11/2016,0
04/12/2016,0
04/13/2016,0
04/14/2016,0
04/15/2016,0
04/16/2016,0
04/17/2016,0
04/18/2016,0
04/19/2016,0
04/20/2016,0
04/21/2016,0
04/22/2016,0
04/23/2016,0
04/24/2016,0
04/25/2016,0
04/26/2016,0
04/27/2016,0
04/28/2016,0
04/29/2016,0
04/30/2016,0
05/01/2016,0
05/02/2016,0
05/03/2016,0
05/04/2016,0
05/05/2016,0
