,date,datatype,station,attributes,value
0,2000-05-09T00:00:00,SNWD,GHCND:USC00204090,"P,,0,",0
1,2000-05-09T00:00:00,TMAX,GHCND:USC00204090,",,0,0800",267
2,2000-05-09T00:00:00,TMIN,GHCND:USC00204090,",,0,0800",100
3,2000-05-09T00:00:00,TOBS,GHCND:USC00204090,",,0,0800",106
4,2000-05-09T00:00:00,PRCP,GHCND:USC00204104,",,0,",46
5,2000-05-09T00:00:00,SNOW,GHCND:USC00204104,"P,,0,",0
6,2000-05-09T00:00:00,SNWD,GHCND:USC00204104,"P,,0,",0
7,2000-05-09T00:00:00,TMAX,GHCND:USC00204104,",,0,",217
8,2000-05-09T00:00:00,TMIN,GHCND:USC00204104,",,0,",94
9,2000-05-09T00:00:00,TOBS,GHCND:USC00204104,",,0,",100
10,2000-05-09T00:00:00,PRCP,GHCND:USC00214418,",,0,0800",0
11,2000-05-09T00:00:00,SNOW,GHCND:USC00214418,"P,,0,",0
12,2000-05-09T00:00:00,SNWD,GHCND:USC00214418,"P,,0,",0
13,2000-05-09T00:00:00,PRCP,GHCND:USC00215488,",,0,0700",25
14,2000-05-09T00:00:00,SNOW,GHCND:USC00215488,"P,,0,",0
15,2000-05-09T00:00:00,SNWD,GHCND:USC00215488,"P,,0,",0
16,2000-05-09T00:00:00,PRCP,GHCND:USC00216822,",,0,0600",0
17,2000-05-09T00:00:00,SNOW,GHCND:USC00216822,",,0,",0
18,2000-05-09T00:00:00,SNWD,GHCND:USC00216822,",,0,",0
19,2000-05-09T00:00:00,TMAX,GHCND:USC00216822,",,0,0600",189
20,2000-05-09T00:00:00,TMIN,GHCND:USC00216822,",,0,0600",100
21,2000-05-09T00:00:00,TOBS,GHCND:USC00216822,",,0,0600",111
22,2000-05-09T00:00:00,PRCP,GHCND:USC00218037,",,0,0700",0
23,2000-05-09T00:00:00,SNOW,GHCND:USC00218037,"P,,0,",0
24,2000-05-09T00:00:00,SNWD,GHCND:USC00218037,"P,,0,",0
25,2000-05-09T00:00:00,TMAX,GHCND:USC00218037,",,0,1900",200
26,2000-05-09T00:00:00,TMIN,GHCND:USC00218037,",,0,1900",106
27,2000-05-09T00:00:00,TOBS,GHCND:USC00218037,",,0,1900",183
28,2000-05-09T00:00:00,PRCP,GHCND:USC00470045,",,0,0700",46
29,2000-05-09T00:00:00,SNOW,GHCND:USC00470045,"P,,0,",0
30,2000-05-09T00:00:00,SNWD,GHCND:USC00470045,"P,,0,",0
31,2000-05-09T00:00:00,TMAX,GHCND:USC00470045,",,0,0700",278
32,2000-05-09T00:00:00,TMIN,GHCND:USC00470045,",,0,0700",161
33,2000-05-09T00:00:00,TOBS,GHCND:USC00470045,",,0,0700",161
34,2000-05-09T00:00:00,PRCP,GHCND:USC00470124,",,0,0700",41
35,2000-05-09T00:00:00,SNOW,GHCND:USC00470124,",,0,",0
36,2000-05-09T00:00:00,SNWD,GHCND:USC00470124,",,0,",0
37,2000-05-09T00:00:00,TMAX,GHCND:USC00470124,",,0,1900",139
38,2000-05-09T00:00:00,TMIN,GHCND:USC00470124,",,0,1900",89
